Date,Open,High,Low,Close,Volume,SGOL Percent Change
2010-11-26,134.98,135.44,134.56,135.42,33418,-0.010087719298245812
2010-11-29,135.78,136.35,135.04,136.13,144288,0.00524294786589885
2010-11-30,137.81,138.37,137.49,137.97,112987,0.01351649158892232
2010-12-01,138.37,138.71,137.64,138.1,98703,0.0009422338189462032
2010-12-02,138.29,139.17,137.81,137.81,53857,-0.0020999275887038094
2010-12-03,139.24,140.78,139.22,140.77,88695,0.021478847688847003
2010-12-06,140.85,142.13,140.42,141.85,143140,0.007672089223556
2010-12-07,142.18,142.23,139.13,139.13,165003,-0.019175185054635224
2010-12-08,138.59,138.92,136.52,137.41,189478,-0.01236253863293324
2010-12-09,138.31,138.78,137.56,137.95,121787,0.003929844989447595
2010-12-10,137.55,138.04,136.61,138.01,164774,0.00043494019572309917
2010-12-13,138.85,139.22,138.53,138.71,64328,0.005072096224911338
2010-12-14,138.87,139.84,138.49,138.8,98914,0.0006488357003822109
2010-12-15,137.95,138.52,137.31,137.48,62546,-0.009510086455331579
2010-12-16,136.78,136.83,135.54,136.4,199720,-0.007855688100087188
2010-12-17,136.58,137.2,135.8,136.81,57625,0.003005865102639227
2010-12-20,137.78,138.03,136.99,137.69,49454,0.006432278342226372
2010-12-21,137.82,138.19,137.4,137.86,62450,0.0012346575640933555
2010-12-22,138.22,138.28,137.61,137.64,53209,-0.0015958218482520214
2010-12-23,,,,137.24,0,-0.0029061319383898443
2010-12-27,137.59,137.65,137.18,137.63,29239,0.0028417371028852667
2010-12-28,139.49,139.97,139.28,139.89,80742,0.016420838479982436
2010-12-29,140.05,140.66,139.89,140.35,75145,0.0032882979483881414
2010-12-30,140.26,140.33,139.59,139.72,35357,-0.0044887780548628076
2010-12-31,140.47,141.44,140.42,141.39,62301,0.011952476381333899
2011-01-03,141.38,141.64,140.59,140.63,110101,-0.005375203338284118
2011-01-04,138.87,138.9,136.76,137.35,186129,-0.023323615160349864
2011-01-05,136.05,137.19,135.68,136.98,108146,-0.002693847834000729
2011-01-06,136.6,136.95,135.77,136.45,94678,-0.003869177982187222
2011-01-07,135.94,137.18,135.74,136.19,92104,-0.00190545987541213
2011-01-10,136.47,136.79,135.81,136.78,50009,0.004332182979660759
2011-01-11,137.38,137.76,136.58,137.47,90940,0.005044597163327946
2011-01-12,137.39,138.15,136.99,138.07,54797,0.004364588637520983
2011-01-13,138.32,138.32,136.26,136.58,122858,-0.010791627435358775
2011-01-14,,,,135.27,0,-0.009591448235466427
2011-01-18,136.25,136.57,135.82,135.99,58620,0.005322687957418415
2011-01-19,136.96,137.0,135.98,136.26,54362,0.0019854401058900795
2011-01-20,134.29,134.59,133.64,133.68,149626,-0.018934390136503665
2011-01-21,133.27,133.95,133.05,133.51,109200,-0.001271693596648804
2011-01-24,133.51,134.12,132.65,132.82,148423,-0.005168152198337217
2011-01-25,132.12,132.72,131.62,132.6,97671,-0.001656377051648894
2011-01-26,132.32,133.67,131.8,133.66,159762,0.0079939668174962
2011-01-27,132.82,132.93,130.3,130.4,423251,-0.024390243902438935
2011-01-28,130.42,133.95,130.42,132.71,303472,0.017714723926380405
2011-01-31,131.8,132.98,131.79,132.36,85977,-0.0026373295154848986
2011-02-01,133.04,133.57,131.83,133.32,134534,0.0072529465095192425
2011-02-02,132.89,133.03,132.0,132.94,18715,-0.002850285028502819
2011-02-03,132.59,134.83,131.8,134.75,67631,0.013615164735971241
2011-02-04,134.4,135.2,133.8,134.15,87883,-0.0044526901669758034
2011-02-07,134.24,134.43,133.84,134.2,12150,0.000372717107715026
2011-02-08,135.54,136.02,135.4,135.71,66583,0.011251862891207276
2011-02-09,135.83,135.92,135.12,135.69,26661,-0.0001473730749392832
2011-02-10,134.67,135.86,134.58,135.5,107185,-0.001400250571154782
2011-02-11,135.64,136.0,134.76,134.89,28264,-0.004501845018450301
2011-02-14,135.53,135.98,135.35,135.53,18064,0.004744606716583943
2011-02-15,136.48,136.74,136.32,136.57,12578,0.00767357780565181
2011-02-16,136.88,137.36,136.15,136.72,75817,0.001098337848722375
2011-02-17,137.39,137.77,137.15,137.69,47751,0.007094792276184814
2011-02-18,,,,138.0,0,0.0022514343815818183
2011-02-22,139.59,139.77,138.86,138.97,28376,0.007028985507246288
2011-02-23,139.68,140.83,139.6,140.24,17425,0.009138663020795912
2011-02-24,140.76,140.85,138.68,139.11,24194,-0.008057615516257832
2011-02-25,139.94,140.36,139.61,140.08,17437,0.006972899144561895
2011-02-28,140.34,140.75,139.83,140.36,18738,0.001998857795545428
2011-03-01,141.22,142.68,141.22,142.68,26373,0.016528925619834656
2011-03-02,142.98,143.19,142.28,142.62,22150,-0.000420521446593769
2011-03-03,141.52,141.84,140.33,140.81,18317,-0.0126910671715047
2011-03-04,141.36,142.35,141.36,142.05,18839,0.008806192741992902
2011-03-07,144.75,144.75,142.24,142.42,21576,0.0026047166490670293
2011-03-08,142.33,142.33,141.72,142.02,8295,-0.002808594298553402
2011-03-09,142.63,142.63,141.67,142.09,12118,0.0004928883255879146
2011-03-10,141.21,141.21,139.55,140.48,17897,-0.011330846646491755
2011-03-11,139.98,141.56,139.9,140.88,17181,0.0028473804100228595
2011-03-14,142.06,142.21,141.33,141.54,41974,0.004684838160136318
2011-03-15,138.01,139.55,137.88,138.97,42869,-0.018157411332485496
2011-03-16,139.23,139.83,138.51,138.92,28468,-0.00035978988270857215
2011-03-17,139.19,139.62,138.99,139.56,4321,0.004606968039159387
2011-03-18,140.85,141.5,140.49,141.03,28513,0.010533104041272612
2011-03-21,142.24,142.56,141.82,141.87,16313,0.005956179536268813
2011-03-22,141.54,142.0,141.38,141.8,19542,-0.000493409459364158
2011-03-23,142.35,143.17,142.35,143.05,12648,0.008815232722143795
2011-03-24,143.08,143.94,141.74,142.0,33376,-0.007340090877315686
2011-03-25,142.78,142.81,141.44,141.99,19670,-7.042253521116759e-05
2011-03-28,140.47,141.44,140.47,141.23,11283,-0.005352489611944677
2011-03-29,140.9,141.5,140.65,140.96,9835,-0.0019117751186007448
2011-03-30,141.82,141.82,140.39,141.36,16466,0.002837684449489286
2011-03-31,142.79,143.1,142.65,142.7,10595,0.009479343520090389
2011-04-01,141.39,142.12,140.52,141.89,19716,-0.005676243868255049
2011-04-04,142.88,142.95,142.3,142.53,19530,0.004510536330960768
2011-04-05,142.3,144.82,142.3,144.74,108553,0.015505507612432634
2011-04-06,145.18,145.24,144.58,145.18,12475,0.003039933674174433
2011-04-07,145.01,145.59,144.74,145.24,12068,0.00041328006612473267
2011-04-08,146.17,146.63,145.78,146.46,35039,0.008399889837510388
2011-04-11,146.11,146.18,145.18,145.38,38982,-0.007374027038099196
2011-04-12,145.53,145.53,143.59,144.42,78126,-0.006603384234420195
2011-04-13,145.11,145.23,144.26,144.68,52098,0.0018003046669436973
2011-04-14,145.12,146.59,145.01,146.58,33261,0.01313243019076582
2011-04-15,146.66,147.87,146.43,147.87,35624,0.008800654932459961
2011-04-18,148.0,148.79,147.5,148.73,47202,0.005815919388652002
2011-04-19,148.57,149.04,148.1,148.8,43189,0.0004706515161703173
2011-04-20,149.22,149.64,148.65,149.32,43341,0.0034946236559139088
2011-04-21,,,,149.6,0,0.0018751674256629602
2011-04-25,150.44,150.44,149.29,149.76,133832,0.0010695187165774556
2011-04-26,149.33,149.42,148.3,149.17,91618,-0.003939636752136821
2011-04-27,150.28,152.07,149.43,152.07,49091,0.019440906348461517
2011-04-28,152.22,152.87,151.6,152.7,52778,0.0041428289603471224
2011-04-29,152.84,155.96,152.71,155.26,65275,0.016764898493778713
2011-05-02,154.47,156.51,153.31,153.34,97036,-0.012366353213963621
2011-05-03,153.35,153.89,151.87,152.77,68192,-0.0037172296856657905
2011-05-04,152.82,153.25,149.68,150.65,244382,-0.01387707010538719
2011-05-05,149.61,150.41,145.37,146.18,294915,-0.02967142383006971
2011-05-06,147.98,148.87,147.24,148.17,165640,0.013613353399917871
2011-05-09,149.56,150.42,149.19,150.3,69431,0.014375379631504481
2011-05-10,150.08,151.05,149.95,150.75,30278,0.0029940119760478723
2011-05-11,150.03,150.21,148.66,149.46,102659,-0.00855721393034825
2011-05-12,148.69,149.86,147.81,149.42,171789,-0.00026763013515340717
2011-05-13,149.62,150.05,147.42,148.42,170521,-0.006692544505421005
2011-05-16,148.72,149.47,148.03,148.23,68813,-0.0012801509230562225
2011-05-17,147.03,147.58,146.25,147.53,65617,-0.004722390879039251
2011-05-18,148.43,149.02,147.96,148.43,55422,0.006100454144919665
2011-05-19,147.94,148.65,147.74,148.49,58761,0.00040423095061647984
2011-05-20,148.6,150.6,147.74,150.4,188398,0.012862819045053486
2011-05-23,149.84,150.75,149.8,150.74,75385,0.002260638297872264
2011-05-24,151.38,151.86,151.21,151.48,81613,0.004909115032506239
2011-05-25,151.65,152.16,151.46,151.53,39020,0.0003300765777660697
2011-05-26,151.37,151.46,150.56,151.15,46328,-0.0025077542400844255
2011-05-27,,,,152.67,0,0.010056235527621471
2011-05-31,152.82,153.05,152.34,152.56,27926,-0.000720508285845245
2011-06-01,152.59,154.0,152.56,152.78,41867,0.0014420555846879068
2011-06-02,153.08,153.08,151.0,152.34,38622,-0.002879958109700209
2011-06-03,153.23,153.54,152.64,153.14,23570,0.005251411316791188
2011-06-06,153.7,154.3,153.15,153.39,77593,0.001632493143528757
2011-06-07,153.54,153.76,152.66,153.3,86244,-0.0005867396831603644
2011-06-08,152.95,153.22,152.24,152.73,21856,-0.0037181996086107505
2011-06-09,152.88,153.8,152.74,153.46,54658,0.0047796765533949515
2011-06-10,151.9,152.67,151.62,152.13,15340,-0.008666753551414108
2011-06-13,151.57,151.84,150.09,150.62,56497,-0.009925721422467615
2011-06-14,150.62,151.56,150.45,151.51,9432,0.005908909839330567
2011-06-15,151.07,152.33,150.86,152.07,23366,0.0036961256682728205
2011-06-16,151.73,152.28,151.17,151.88,18260,-0.0012494246070888781
2011-06-17,151.8,153.03,151.77,152.86,37753,0.006452462470371456
2011-06-20,153.04,153.56,152.53,152.9,26902,0.0002616773518251403
2011-06-21,153.11,153.73,153.11,153.68,24059,0.005101373446697144
2011-06-22,153.96,154.79,153.52,153.95,39216,0.0017568974492450096
2011-06-23,151.56,151.71,150.19,151.25,58913,-0.017538161740824898
2011-06-24,150.68,150.74,148.87,149.07,35401,-0.014413223140495868
2011-06-27,148.77,149.18,148.1,148.49,14271,-0.0038907895619506583
2011-06-28,148.95,149.59,148.63,149.09,11566,0.004040676139807298
2011-06-29,149.62,150.21,149.3,150.07,19915,0.006573210812260921
2011-06-30,150.01,150.26,148.91,148.91,24704,-0.0077297261278069795
2011-07-01,,,,147.76,0,-0.0077227855751796914
2011-07-05,149.83,150.67,149.73,150.47,25275,0.01834055224688691
2011-07-06,151.6,152.38,151.51,151.83,37653,0.009038346514255391
2011-07-07,151.92,152.21,151.18,152.1,30967,0.0017783046828687699
2011-07-08,153.2,153.38,152.94,153.15,18633,0.006903353057199357
2011-07-11,154.29,154.57,153.24,154.51,36140,0.008880182827293304
2011-07-12,154.19,156.23,153.75,155.77,35125,0.00815481198627932
2011-07-13,156.75,157.64,156.57,157.1,64079,0.00853822944084226
2011-07-14,157.83,158.2,156.99,157.6,29682,0.0031826861871420142
2011-07-15,157.34,158.2,157.26,158.19,33428,0.003743654822335074
2011-07-18,158.8,159.56,158.8,159.54,38833,0.008534041342689092
2011-07-19,159.34,159.34,157.13,157.72,82897,-0.011407797417575471
2011-07-20,157.19,158.99,157.18,158.99,22141,0.008052244483895521
2011-07-21,158.93,159.0,157.58,157.81,15056,-0.007421850430844756
2011-07-22,159.04,159.51,158.75,159.1,10003,0.008174386920980936
2011-07-25,160.61,160.75,159.96,160.38,45576,0.008045254556882542
2011-07-26,159.99,160.82,159.66,160.82,14971,0.00274348422496562
2011-07-27,161.58,161.63,159.83,160.18,15956,-0.003979604526800018
2011-07-28,160.6,160.61,159.17,160.36,26795,0.0011237357972282425
2011-07-29,161.53,162.25,160.96,161.36,37269,0.00623596906959345
2011-08-01,160.56,161.9,159.94,160.75,15463,-0.003780366881507291
2011-08-02,162.45,164.73,162.1,164.65,35353,0.02426127527216182
2011-08-03,165.55,166.02,164.5,164.53,37264,-0.0007288187063467788
2011-08-04,166.79,166.95,162.87,163.68,61325,-0.005166231082477379
2011-08-05,164.84,165.34,163.79,164.93,44167,0.007636852394916849
2011-08-08,168.78,170.82,168.09,170.4,55529,0.03316558539986669
2011-08-09,173.12,176.43,170.88,171.93,118151,0.008978873239436691
2011-08-10,175.88,178.37,175.04,177.99,113579,0.035246902809282776
2011-08-11,175.57,175.67,172.15,174.12,64266,-0.02174279453901906
2011-08-12,172.9,173.33,171.11,173.3,73007,-0.004709395818975337
2011-08-15,172.61,175.2,172.3,175.17,28327,0.01079053664166163
2011-08-16,175.95,177.42,175.92,177.25,75829,0.011874179368613458
2011-08-17,177.3,178.03,176.62,177.86,35081,0.003441466854725128
2011-08-18,180.64,181.53,179.85,181.19,60400,0.01872259080175409
2011-08-19,185.17,185.17,182.49,183.51,82046,0.012804238644516852
2011-08-22,185.53,188.37,185.35,188.1,63386,0.02501226091221187
2011-08-23,185.82,187.09,180.99,181.11,128207,-0.037161084529505506
2011-08-24,181.25,181.74,173.6,174.96,200250,-0.0339572635414942
2011-08-25,170.49,176.09,169.1,175.61,240207,0.0037151348879744805
2011-08-26,176.94,180.92,175.24,180.92,213183,0.030237458003530504
2011-08-29,179.36,179.36,176.25,177.27,141999,-0.020174662834401835
2011-08-30,181.22,182.65,180.07,182.55,131386,0.029785073616517277
2011-08-31,181.16,182.54,179.94,181.06,92697,-0.008162147356888583
2011-09-01,180.79,181.61,179.97,181.29,80663,0.001270297139069898
2011-09-02,186.45,187.0,185.68,186.79,82238,0.030338132274256635
2011-09-06,188.24,189.3,184.77,186.46,110074,-0.001766689865624449
2011-09-07,179.65,181.43,177.86,180.51,131625,-0.03191032929314608
2011-09-08,184.95,185.55,183.35,185.28,80412,0.026425128801728537
2011-09-09,183.24,185.39,182.75,184.2,132280,-0.0058290155440414715
2011-09-12,182.22,182.27,178.87,180.13,51376,-0.02209554831704663
2011-09-13,180.99,182.73,179.77,182.0,60714,0.010381391217454183
2011-09-14,181.04,181.21,179.48,180.63,75609,-0.007527472527472545
2011-09-15,177.97,178.02,175.89,177.74,60031,-0.01599955710568557
2011-09-16,177.04,180.78,177.04,179.38,62041,0.009226960729154854
2011-09-19,180.1,180.1,175.59,176.67,71560,-0.015107592819712412
2011-09-20,176.49,179.69,176.25,179.12,44288,0.013867662874285536
2011-09-21,178.15,179.66,176.6,176.89,47585,-0.0124497543546227
2011-09-22,172.56,173.51,170.79,172.41,165580,-0.0253264740799366
2011-09-23,167.7,168.81,161.62,162.92,363379,-0.05504321095064102
2011-09-26,160.16,161.77,157.22,160.56,233595,-0.01448563712251405
2011-09-27,164.72,165.4,163.03,163.73,125876,0.01974339810662662
2011-09-28,163.84,164.37,158.63,159.35,105206,-0.026751358944603898
2011-09-29,161.16,161.23,159.41,160.74,72501,0.008722936931283343
2011-09-30,160.38,161.7,159.51,161.09,92098,0.0021774293890755025
2011-10-03,164.21,164.57,163.07,164.02,83264,0.018188590229064605
2011-10-04,164.0,164.06,158.3,160.73,152883,-0.020058529447628426
2011-10-05,161.09,163.36,159.59,162.47,91383,0.010825608162757572
2011-10-06,163.11,163.86,162.06,163.75,40450,0.007878377546624016
2011-10-07,164.18,164.26,161.33,162.39,46782,-0.008305343511450514
2011-10-10,165.26,166.44,164.39,166.4,40649,0.024693638770860504
2011-10-11,165.36,165.49,164.42,165.32,18705,-0.006490384615384648
2011-10-12,166.88,166.93,165.93,166.39,17088,0.006472296152915558
2011-10-13,165.43,165.58,163.98,165.36,24266,-0.006190275857923977
2011-10-14,166.45,166.95,165.48,166.61,30858,0.00755926463473644
2011-10-17,167.19,167.33,165.12,165.72,43881,-0.0053418162175140615
2011-10-18,163.04,165.09,161.39,165.05,45504,-0.004042964035722796
2011-10-19,164.24,164.51,162.87,162.87,23695,-0.013208118751893427
2011-10-20,160.56,161.42,159.1,160.75,45386,-0.013016516239946041
2011-10-21,163.03,163.46,162.2,162.67,37550,0.011944012441679641
2011-10-24,163.72,164.35,163.41,164.04,46823,0.008421958566422916
2011-10-25,164.39,169.48,163.64,168.78,103893,0.028895391367959045
2011-10-26,170.3,171.21,169.69,170.64,55106,0.011020263064344116
2011-10-27,170.91,173.56,169.99,171.72,66396,0.006329113924050667
2011-10-28,172.94,173.16,172.37,172.96,34202,0.0072210575355229345
2011-10-31,171.02,171.29,170.2,170.47,19085,-0.014396392229417243
2011-11-01,167.18,170.63,166.79,170.63,136230,0.0009385815686044907
2011-11-02,171.84,172.99,170.62,172.25,81942,0.009494227275391287
2011-11-03,174.48,175.27,173.42,175.03,70819,0.016139332365747494
2011-11-04,174.35,174.59,173.48,174.18,13399,-0.0048563103467976765
2011-11-07,176.2,178.4,176.13,178.34,18927,0.02388333907452056
2011-11-08,177.73,178.73,176.4,176.96,31771,-0.007738028484916448
2011-11-09,177.65,178.11,174.97,175.45,48431,-0.008533001808318397
2011-11-10,175.88,175.88,172.19,174.54,37490,-0.005186662866913605
2011-11-11,175.48,177.39,175.44,177.36,40130,0.01615675489859081
2011-11-14,177.29,177.29,176.22,176.61,32543,-0.004228687415426258
2011-11-15,176.73,177.13,175.44,176.83,27395,0.001245682577430518
2011-11-16,174.87,176.25,174.05,174.81,32923,-0.01142340100661654
2011-11-17,173.35,173.58,169.63,170.27,40728,-0.02597105428751212
2011-11-18,170.48,171.8,169.91,170.89,59877,0.003641275621072193
2011-11-21,169.77,169.88,165.39,166.83,51521,-0.0237579729650651
2011-11-22,167.95,169.02,167.95,168.53,16444,0.010190013786489205
2011-11-23,,,,168.11,0,-0.002492137898296942
2011-11-25,166.54,168.32,166.54,166.58,28708,-0.00910118374873592
2011-11-28,170.15,170.28,169.32,169.82,48794,0.01945011405931063
2011-11-29,169.6,170.49,169.38,170.22,38356,0.0023554351666470463
2011-11-30,173.03,173.52,172.48,173.37,40348,0.01850546351780058
2011-12-01,173.16,173.81,171.96,172.94,23036,-0.002480244563650036
2011-12-02,173.99,174.06,173.01,173.1,46160,0.0009251763617439401
2011-12-05,172.44,173.11,170.37,170.63,47629,-0.014269208549971157
2011-12-06,169.48,171.76,168.97,171.49,13038,0.005040145343726321
2011-12-07,172.12,172.81,171.08,172.56,35313,0.006239430870604634
2011-12-08,170.22,170.78,169.17,169.17,22354,-0.019645340751043183
2011-12-09,169.65,170.48,169.62,169.62,17982,0.002660046107465952
2011-12-12,165.51,165.51,164.36,165.19,48081,-0.026117203160004765
2011-12-13,165.03,166.25,161.12,161.72,80771,-0.021006114171560064
2011-12-14,159.89,160.32,155.0,155.85,116497,-0.03629730398219144
2011-12-15,157.74,157.74,154.75,155.32,78311,-0.0034007058068655782
2011-12-16,157.32,158.34,156.99,158.34,29226,0.019443729075457217
2011-12-19,158.47,158.79,157.43,157.87,30619,-0.002968296071744314
2011-12-20,159.89,160.37,159.71,160.0,28503,0.013492113764489666
2011-12-21,160.04,160.49,159.3,160.23,16761,0.0014374999999999805
2011-12-22,159.3,159.73,158.51,158.99,29471,-0.007738875366660292
2011-12-23,,,,159.34,0,0.00220139631423355
2011-12-27,158.01,158.24,157.71,157.88,9022,-0.009162796535709838
2011-12-28,156.98,156.98,153.73,153.96,21445,-0.024828984038510193
2011-12-29,151.89,153.42,151.41,153.19,46001,-0.005001299038711382
2011-12-30,,,,154.93,0,0.011358443762647719
2012-01-03,157.74,159.16,157.59,159.0,24850,0.026269928354740735
2012-01-04,158.37,160.33,158.37,159.7,38799,0.004402515723270328
2012-01-05,158.36,160.99,158.28,160.81,77791,0.006950532247965047
2012-01-06,161.61,161.61,159.59,160.19,33150,-0.0038554816242771794
2012-01-09,160.44,160.45,159.25,159.49,25300,-0.004369810849615963
2012-01-10,161.97,162.36,161.61,161.7,21585,0.013856668129663241
2012-01-11,162.38,163.0,162.05,162.74,19329,0.006431663574520741
2012-01-12,164.12,164.68,163.05,163.47,25417,0.004485682684035819
2012-01-13,,,,162.37,0,-0.006729063436716198
2012-01-17,164.27,164.68,163.55,163.67,30173,0.008006405124099114
2012-01-18,163.09,164.75,162.98,164.75,15208,0.006598643612146571
2012-01-19,164.03,164.35,163.54,164.33,22633,-0.0025493171471926424
2012-01-20,163.66,165.21,163.66,165.21,13121,0.005355078196312313
2012-01-23,165.51,166.47,165.5,166.32,12931,0.006718721627020141
2012-01-24,164.97,165.5,164.76,165.14,12362,-0.007094757094757154
2012-01-25,164.2,169.66,163.46,169.66,45871,0.0273707157563281
2012-01-26,171.29,171.29,170.33,170.54,15541,0.005186844276788838
2012-01-27,170.67,172.25,170.67,172.25,23939,0.01002697314413048
2012-01-30,171.48,171.75,171.11,171.28,16831,-0.005631349782293182
2012-01-31,173.1,173.12,171.11,172.39,11632,0.006480616534329631
2012-02-01,172.99,173.16,172.58,172.8,9593,0.002378328209293068
2012-02-02,173.26,174.47,173.05,174.38,17751,0.009143518518518468
2012-02-03,173.23,173.35,170.85,170.92,71014,-0.019841724968459706
2012-02-06,170.2,170.87,169.9,170.45,18475,-0.0027498244792885096
2012-02-07,170.69,173.32,170.43,172.95,11964,0.01466705778820776
2012-02-08,172.54,173.17,170.86,171.77,77524,-0.006822781150621404
2012-02-09,173.34,173.66,171.06,171.23,24594,-0.0031437387203819833
2012-02-10,169.72,170.85,169.63,170.37,40246,-0.005022484377737446
2012-02-13,170.58,170.84,170.19,170.78,25013,0.002406526970710754
2012-02-14,170.91,170.95,169.7,170.38,23758,-0.0023421946363743062
2012-02-15,171.9,171.99,170.62,171.38,42283,0.00586923347810786
2012-02-16,169.52,171.28,169.47,171.25,14925,-0.0007585482553389422
2012-02-17,171.61,171.61,170.21,170.63,15228,-0.00362043795620437
2012-02-21,172.96,174.33,172.95,174.33,10624,0.02168434624626392
2012-02-22,173.7,176.3,173.66,176.3,25967,0.01130040727356163
2012-02-23,176.0,177.1,175.98,176.35,16333,0.00028360748723765816
2012-02-24,175.97,176.27,175.41,175.59,20980,-0.004309611567904659
2012-02-27,175.52,176.23,174.99,175.04,11516,-0.003132296827837666
2012-02-28,176.23,177.31,176.1,176.88,19067,0.010511882998171851
2012-02-29,176.51,176.85,167.31,167.5,149484,-0.05303030303030298
2012-03-01,169.37,170.8,169.12,169.82,80537,0.013850746268656566
2012-03-02,169.49,170.02,168.87,169.57,23655,-0.0014721469791544317
2012-03-05,168.97,169.03,167.9,168.94,13513,-0.0037152798254408426
2012-03-06,165.31,165.89,164.99,165.86,39058,-0.01823132473067357
2012-03-07,165.89,167.14,165.89,166.87,18460,0.006089473049559757
2012-03-08,167.96,168.65,167.31,168.44,19150,0.009408521603643472
2012-03-09,166.81,169.72,166.44,169.6,51503,0.006886725243410163
2012-03-12,168.56,168.63,167.95,168.22,17160,-0.008136792452830166
2012-03-13,167.09,168.47,164.63,165.37,66365,-0.016942099631435004
2012-03-14,162.73,163.56,161.91,162.65,57973,-0.016447965169014922
2012-03-15,162.73,165.01,162.66,164.23,17048,0.009714110052259306
2012-03-16,163.18,164.4,163.18,164.4,11621,0.001035133654021969
2012-03-19,163.91,165.28,163.91,164.66,62022,0.0015815085158150666
2012-03-20,163.27,163.97,162.9,163.19,20214,-0.008927486942791218
2012-03-21,163.65,164.49,163.27,163.27,17254,0.0004902261167964994
2012-03-22,161.28,162.74,161.28,162.6,12379,-0.004103632020579506
2012-03-23,164.04,164.95,163.77,164.62,18001,0.012423124231242477
2012-03-26,166.36,167.7,166.28,167.59,11781,0.018041550236909343
2012-03-27,167.67,167.67,166.3,166.39,10614,-0.007160331762038452
2012-03-28,165.84,165.84,164.0,164.56,34759,-0.010998257106797138
2012-03-29,164.29,164.43,163.11,164.43,6673,-0.0007899854156537822
2012-03-30,164.85,165.38,164.41,165.23,15004,0.004865292221613915
2012-04-02,165.03,166.53,165.02,166.06,13377,0.005023300853356005
2012-04-03,166.32,166.32,162.27,162.94,42947,-0.018788389738648714
2012-04-04,160.77,160.97,159.68,160.2,16792,-0.016816005891739372
2012-04-05,160.95,161.63,160.89,161.44,12723,0.007740324594257331
2012-04-09,162.74,162.99,162.13,162.44,15959,0.006194251734390477
2012-04-10,162.78,164.58,161.56,164.21,18287,0.01089633095296727
2012-04-11,164.23,164.46,163.9,164.14,8285,-0.0004262834175752239
2012-04-12,163.8,166.16,163.8,165.87,9867,0.010539783111977785
2012-04-13,165.62,165.62,163.26,163.93,28745,-0.011695906432748537
2012-04-16,163.62,164.14,162.84,163.44,31631,-0.0029890807051791146
2012-04-17,163.61,163.95,161.84,163.33,39246,-0.0006730298580518435
2012-04-18,162.62,162.87,162.22,162.3,2453,-0.006306251147982667
2012-04-19,163.05,163.64,162.25,162.45,42403,0.0009242144177448175
2012-04-20,162.3,162.82,162.3,162.55,12181,0.000615574022776455
2012-04-23,161.25,162.18,160.93,162.14,12696,-0.0025223008305138572
2012-04-24,162.74,163.09,162.36,162.37,8499,0.0014185271987172676
2012-04-25,162.57,162.97,160.92,162.71,34150,0.002093982878610623
2012-04-26,163.59,164.44,163.27,164.12,18194,0.008665724294757426
2012-04-27,164.85,164.93,164.36,164.5,8865,0.0023153789909822198
2012-04-30,163.59,164.92,163.54,164.92,14158,0.002553191489361728
2012-05-01,165.22,165.22,164.14,164.44,33674,-0.002910502061605591
2012-05-02,163.79,163.79,162.91,163.68,20136,-0.004621746533690074
2012-05-03,162.27,162.39,161.49,162.07,13969,-0.009836265884653028
2012-05-04,161.85,162.98,161.75,162.73,51074,0.004072314432035595
2012-05-07,162.38,162.38,161.53,162.14,21953,-0.0036256375591470213
2012-05-08,159.64,159.68,157.96,159.02,52573,-0.019242629826076052
2012-05-09,157.01,157.84,156.6,157.51,41606,-0.009495660923154459
2012-05-10,158.1,158.31,157.7,157.76,13306,0.0015872008126467385
2012-05-11,156.37,157.4,156.24,156.5,9706,-0.007986815415821469
2012-05-14,154.54,154.92,154.0,154.23,69723,-0.014504792332268424
2012-05-15,154.04,154.21,152.55,152.6,16394,-0.010568631264993855
2012-05-16,152.35,153.61,151.53,152.4,95251,-0.001310615989514985
2012-05-17,153.77,155.99,153.55,155.83,26264,0.02250656167979015
2012-05-18,157.48,158.02,157.07,157.51,63285,0.01078097927228372
2012-05-21,157.14,157.88,157.0,157.68,7524,0.0010792965525998621
2012-05-22,156.55,157.38,154.66,155.08,48824,-0.016489091831557556
2012-05-23,154.45,154.69,151.86,154.42,50201,-0.004255867939128355
2012-05-24,155.65,155.82,153.62,154.33,10637,-0.0005828260588005563
2012-05-25,154.84,155.66,154.73,155.6,11886,0.008229119419425723
2012-05-29,156.49,156.51,153.26,153.97,23785,-0.010475578406169639
2012-05-30,152.63,155.02,151.54,154.89,34329,0.005975189972072359
2012-05-31,155.04,155.63,153.6,154.59,19187,-0.0019368584156497226
2012-06-01,158.42,161.38,158.01,160.51,53647,0.03829484442719444
2012-06-04,160.32,160.44,159.26,160.37,45841,-0.0008722197993893399
2012-06-05,160.0,160.31,159.66,160.23,18387,-0.0008729812309036244
2012-06-06,161.97,162.23,159.65,160.27,67881,0.000249641140860124
2012-06-07,160.9,160.9,156.24,157.48,76180,-0.01740812379110268
2012-06-08,155.99,157.83,155.99,157.83,20770,0.0022225044450090436
2012-06-11,157.9,158.23,156.61,158.23,7589,0.002534372426027831
2012-06-12,158.53,160.1,158.53,159.48,16304,0.007899892561461064
2012-06-13,160.69,160.69,159.61,160.21,43104,0.004577376473539063
2012-06-14,160.75,160.82,159.35,160.76,39492,0.003432994195118777
2012-06-15,160.81,161.44,160.55,160.93,39299,0.001057476984324568
2012-06-18,160.56,161.19,159.52,160.94,14927,6.213881811967248e-05
2012-06-19,161.07,161.07,160.1,160.23,21815,-0.004411581956008548
