Date,Open,High,Low,Close,Volume,IJS Percent Change
2010-04-27,70.07,70.84,68.66,68.82,808126,-0.022998296422487297
2010-04-28,69.2,69.32,68.62,68.87,406388,0.0007265329845975721
2010-04-29,69.46,70.8,69.08,70.8,318021,0.028023812980978446
2010-04-30,70.83,70.83,68.33,68.38,488195,-0.03418079096045201
2010-05-03,68.79,69.9,68.68,69.85,390670,0.02149751389295118
2010-05-04,68.82,68.84,67.26,67.66,558408,-0.0313528990694345
2010-05-05,67.09,67.68,66.34,66.7,651197,-0.01418859000886774
2010-05-06,66.13,67.0,0.0,64.22,922129,-0.03718140929535241
2010-05-07,63.62,64.55,61.87,62.36,540546,-0.028962939894114026
2010-05-10,65.56,66.0,64.73,65.81,1668944,0.055323925593329104
2010-05-11,64.93,67.26,64.8,66.27,677669,0.006989819176416834
2010-05-12,66.6,68.46,66.52,68.35,629367,0.03138675116945833
2010-05-13,68.2,68.73,67.42,67.83,1341034,-0.007607900512070165
2010-05-14,67.53,67.53,65.72,66.62,362430,-0.017838714433141556
2010-05-17,66.96,67.64,64.92,66.99,457579,0.005553887721404749
2010-05-18,67.91,68.11,65.36,65.68,751781,-0.019555157486191743
2010-05-19,65.16,66.08,63.93,64.82,594077,-0.013093788063337608
2010-05-20,62.95,63.82,61.24,61.28,805111,-0.054612773835235884
2010-05-21,60.13,62.52,59.63,62.05,741716,0.012565274151435935
2010-05-24,61.79,62.26,61.05,61.05,509385,-0.016116035455277955
2010-05-25,59.51,60.92,58.55,60.91,460523,-0.00229320229320229
2010-05-26,61.0,62.42,60.61,60.83,428866,-0.0013134132326383385
2010-05-27,62.43,63.42,61.83,63.4,1271591,0.04224889035015611
2010-05-28,,,,62.54,0,-0.01356466876971607
2010-06-01,61.83,62.7,60.72,60.76,2233504,-0.028461784457946893
2010-06-02,60.93,62.2,60.42,62.19,282107,0.023535220539828927
2010-06-03,62.3,63.12,62.08,62.99,308433,0.012863804470172102
2010-06-04,61.53,61.79,59.52,59.72,459491,-0.05191300206381966
2010-06-07,59.92,60.18,58.25,58.25,459404,-0.024614869390488958
2010-06-08,58.52,58.83,57.19,58.12,1408715,-0.0022317596566524545
2010-06-09,58.63,59.47,57.86,58.19,226666,0.001204404679972404
2010-06-10,59.15,60.07,58.94,60.04,205525,0.03179240419316032
2010-06-11,59.4,60.85,59.36,60.85,183032,0.013491005996002725
2010-06-14,61.56,62.27,61.03,61.14,262003,0.004765817584223564
2010-06-15,61.8,62.8,61.42,62.61,186202,0.024043179587831087
2010-06-16,62.23,62.98,62.0,62.33,149666,-0.00447212905286698
2010-06-17,62.74,62.91,61.62,62.33,221403,0.0
2010-06-18,62.61,62.88,62.04,62.35,149850,0.0003208727739452133
2010-06-21,63.29,63.58,61.4,61.83,155933,-0.008340016038492437
2010-06-22,61.97,62.73,60.46,60.46,120711,-0.02215752870774701
2010-06-23,60.3,60.82,59.47,60.12,109520,-0.005623552762156869
2010-06-24,59.62,60.23,59.16,59.25,248941,-0.01447105788423153
2010-06-25,59.4,60.56,58.92,60.38,92514,0.01907172995780604
2010-06-28,60.21,61.07,59.77,60.01,1212519,-0.006127856906260387
2010-06-29,59.29,59.29,57.52,57.93,387441,-0.03466088985169136
2010-06-30,57.75,58.6,57.09,57.21,428642,-0.012428793371310198
2010-07-01,57.32,57.5,55.45,56.82,754880,-0.0068169900367068825
2010-07-02,,,,56.18,0,-0.011263639563533934
2010-07-06,57.06,57.52,54.98,55.32,426319,-0.015307938768244878
2010-07-07,55.44,57.31,55.44,57.19,704978,0.033803326102675335
2010-07-08,57.94,58.24,57.29,58.2,290714,0.017660430145130412
2010-07-09,58.23,59.09,58.14,59.03,206434,0.014261168384879674
2010-07-12,58.85,59.3,57.85,58.41,189815,-0.010503133999661296
2010-07-13,59.13,60.67,59.07,60.46,484238,0.035096730011984434
2010-07-14,60.29,60.46,59.62,60.06,113946,-0.006615944426066833
2010-07-15,60.28,60.28,58.77,59.55,156043,-0.008491508491508593
2010-07-16,59.2,59.2,57.17,57.29,116029,-0.03795130142737191
2010-07-19,57.55,57.7,56.5,57.54,281018,0.004363763309478186
2010-07-20,56.76,58.64,56.6,58.61,125483,0.018595759471671913
2010-07-21,59.08,59.08,57.29,57.43,187143,-0.02013308309162254
2010-07-22,58.36,59.75,58.26,59.57,111630,0.037262754657844344
2010-07-23,59.26,60.95,59.06,60.86,54436,0.02165519556823914
2010-07-26,61.1,62.19,60.7,62.11,398343,0.02053894183371674
2010-07-27,62.61,63.1,61.91,62.05,318938,-0.0009660280148124922
2010-07-28,61.93,62.3,60.7,60.98,186625,-0.01724415793714751
2010-07-29,61.49,61.93,59.97,61.07,143688,0.001475893735651157
2010-07-30,60.31,61.6,60.02,61.05,109002,-0.0003274930407729526
2010-08-02,62.07,62.45,61.56,62.1,99625,0.017199017199017286
2010-08-03,61.77,62.48,61.07,61.56,403392,-0.008695652173912993
2010-08-04,61.96,62.44,61.83,62.28,221940,0.011695906432748426
2010-08-05,61.91,62.07,61.39,61.51,165452,-0.012363519588953209
2010-08-06,60.62,61.24,59.74,60.97,184010,-0.008779060315395881
2010-08-09,61.35,61.94,61.08,61.74,256443,0.012629161882893314
2010-08-10,61.17,61.38,60.12,60.63,182681,-0.017978620019436287
2010-08-11,59.34,59.38,58.1,58.23,189097,-0.03958436417615052
2010-08-12,57.08,58.22,57.0,57.97,262841,-0.004465052378499035
2010-08-13,57.8,57.8,57.15,57.18,128385,-0.013627738485423535
2010-08-16,56.89,57.9,56.53,57.52,102990,0.00594613501224206
2010-08-17,58.22,59.07,57.91,58.56,71319,0.018080667593880273
2010-08-18,58.6,59.38,57.95,58.8,234313,0.004098360655737654
2010-08-19,58.54,58.65,56.9,57.13,78162,-0.028401360544217602
2010-08-20,56.92,57.12,56.13,57.05,60540,-0.0014003150708910006
2010-08-23,57.63,57.79,56.22,56.25,209541,-0.014022787028921901
2010-08-24,55.25,56.3,54.8,55.81,178901,-0.007822222222222175
2010-08-25,55.32,56.7,55.0,56.57,138554,0.013617631248880047
2010-08-26,56.73,57.24,55.98,56.17,135364,-0.00707088562842495
2010-08-27,56.72,57.7,55.7,57.59,234813,0.02528039878938948
2010-08-30,57.37,57.58,56.27,56.31,153265,-0.022226080916825874
2010-08-31,56.11,56.88,55.7,56.22,262359,-0.0015982951518380695
2010-09-01,57.34,58.51,56.97,58.48,186494,0.04019921736037002
2010-09-02,58.57,59.21,58.31,59.04,89129,0.009575923392612928
2010-09-03,,,,60.09,0,0.01778455284552849
2010-09-07,60.0,60.0,58.77,58.88,139483,-0.02013646197370611
2010-09-08,59.1,59.76,58.99,59.23,76557,0.005944293478260754
2010-09-09,60.13,60.16,58.92,59.32,89407,0.0015195002532502055
2010-09-10,59.54,59.95,59.21,59.51,61975,0.003202966958867126
2010-09-13,60.2,61.13,60.07,60.92,134438,0.023693496891278754
2010-09-14,60.84,61.19,60.49,60.56,105754,-0.005909389363099149
2010-09-15,60.41,61.06,59.99,60.88,111619,0.005284015852047519
2010-09-16,60.69,60.86,59.79,60.3,113449,-0.009526938239159066
2010-09-17,60.66,60.84,59.65,60.51,57494,0.0034825870646766344
2010-09-20,60.76,62.33,60.3,62.24,111475,0.028590315650305786
2010-09-21,62.28,62.6,61.72,61.77,215911,-0.00755141388174807
2010-09-22,61.55,62.03,60.55,60.99,111251,-0.012627489072365217
2010-09-23,60.47,61.32,59.98,60.09,67457,-0.014756517461879004
2010-09-24,60.7,61.91,60.6,61.86,105873,0.029455816275586466
2010-09-27,61.92,62.0,61.31,61.63,84463,-0.003718073068218475
2010-09-28,61.8,62.28,60.67,62.15,109786,0.008437449294174781
2010-09-29,61.99,62.69,61.89,62.37,78046,0.003539823008849474
2010-09-30,62.91,63.16,61.73,62.17,226062,-0.0032066698733365095
2010-10-01,62.74,62.8,61.92,62.46,1304649,0.004664629242399965
2010-10-04,62.43,62.73,61.22,61.69,539186,-0.012327889849503726
2010-10-05,62.29,63.61,61.88,63.47,515724,0.028853947155130566
2010-10-06,63.54,63.66,62.98,63.36,534840,-0.0017331022530329143
2010-10-07,63.71,63.75,62.8,63.25,75600,-0.0017361111111110494
2010-10-08,63.26,64.37,63.02,64.06,79523,0.012806324110671952
2010-10-11,64.1,64.58,63.93,64.03,122789,-0.00046831095847643667
2010-10-12,63.73,64.39,63.22,64.2,95293,0.0026550054661877986
2010-10-13,64.57,65.68,64.31,65.18,118444,0.015264797507788197
2010-10-14,65.24,65.5,64.54,65.19,136533,0.00015342129487549983
2010-10-15,65.83,65.83,64.6,64.97,175237,-0.003374750728639353
2010-10-18,65.04,65.65,64.93,65.54,99299,0.008773279975373471
2010-10-19,64.78,65.6,64.0,64.4,171435,-0.01739395788831244
2010-10-20,64.64,65.36,64.5,64.96,202665,0.008695652173912771
2010-10-21,65.35,65.82,63.95,64.75,195407,-0.003232758620689613
2010-10-22,64.86,65.1,64.64,64.9,121916,0.0023166023166023564
2010-10-25,65.53,66.0,65.11,65.25,124305,0.005392912172573094
2010-10-26,64.95,65.56,64.57,65.13,225307,-0.0018390804597702148
2010-10-27,64.62,65.03,64.0,64.77,99904,-0.005527406725011508
2010-10-28,65.22,65.47,64.24,64.48,107847,-0.004477381503782518
2010-10-29,64.28,64.9,64.28,64.68,117712,0.0031017369727046606
2010-11-01,64.98,65.33,63.59,64.11,291160,-0.008812615955473224
2010-11-02,64.85,65.59,64.57,65.54,98673,0.022305412572141803
2010-11-03,65.69,65.87,64.85,65.76,91622,0.0033567287152882486
2010-11-04,66.8,67.6,66.8,67.58,142886,0.027676399026763887
2010-11-05,67.6,68.19,67.48,67.85,91973,0.00399526487126356
2010-11-08,67.7,67.9,67.2,67.72,70105,-0.0019159911569638366
2010-11-09,67.84,67.92,66.44,66.75,101241,-0.014323685764914384
2010-11-10,66.9,67.55,66.34,67.51,73121,0.011385767790262236
2010-11-11,66.92,67.45,66.67,67.22,53085,-0.0042956599022367925
2010-11-12,66.7,67.02,66.12,66.15,97084,-0.015917881582862115
2010-11-15,66.61,66.92,66.19,66.19,105484,0.0006046863189719254
2010-11-16,65.68,65.91,64.44,64.91,129188,-0.01933826862063759
2010-11-17,64.99,65.07,64.63,64.93,124253,0.0003081189339086965
2010-11-18,65.55,66.31,65.55,66.01,123926,0.01663329739719699
2010-11-19,65.86,66.26,65.43,66.11,86145,0.0015149219815178139
2010-11-22,65.84,66.4,65.26,66.2,90665,0.001361367417939796
2010-11-23,65.46,65.75,65.13,65.67,129887,-0.00800604229607249
2010-11-24,,,,67.19,0,0.0231460331962845
2010-11-26,66.75,67.11,66.66,66.78,28243,-0.006102098526566402
2010-11-29,66.48,67.01,65.66,66.84,82665,0.0008984725965859308
2010-11-30,66.1,66.65,65.8,66.28,90385,-0.00837821663674454
2010-12-01,67.45,67.92,67.4,67.79,101295,0.022782136391068297
2010-12-02,67.88,68.64,67.72,68.55,102454,0.011211093081575418
2010-12-03,68.21,69.2,68.08,69.0,47749,0.006564551422319598
2010-12-06,69.0,69.53,68.8,69.36,54666,0.00521739130434784
2010-12-07,70.2,70.39,69.69,69.77,88189,0.0059111880046136545
2010-12-08,69.97,70.22,69.73,69.78,67742,0.00014332807797057256
2010-12-09,70.26,70.26,69.71,70.0,110383,0.0031527658354828514
2010-12-10,70.17,70.98,69.99,70.84,51728,0.01200000000000001
2010-12-13,71.16,71.16,70.48,70.48,46783,-0.005081874647091977
2010-12-14,70.74,71.08,70.53,70.62,59999,0.0019863791146423893
2010-12-15,70.49,71.32,70.31,70.35,95912,-0.0038232795242142403
2010-12-16,70.56,71.3,70.32,71.11,38411,0.010803127221037823
2010-12-17,71.19,71.45,70.74,71.45,73620,0.004781324708198698
2010-12-20,71.61,72.34,71.61,71.82,323292,0.005178446466060027
2010-12-21,72.19,72.77,72.15,72.66,122643,0.011695906432748648
2010-12-22,72.87,73.23,72.81,73.05,133971,0.005367464905037256
2010-12-23,,,,72.52,0,-0.007255304585900069
2010-12-27,72.4,72.97,72.04,72.89,204223,0.005102040816326703
2010-12-28,73.04,73.07,72.46,72.75,93524,-0.0019207024283166563
2010-12-29,72.83,72.95,72.69,72.81,61879,0.0008247422680411898
2010-12-30,72.76,73.02,72.72,72.72,55739,-0.0012360939431397266
2010-12-31,72.61,72.7,71.86,71.89,104197,-0.011413641364136362
2011-01-03,72.53,73.7,72.53,73.39,330235,0.02086521073862846
2011-01-04,73.69,73.69,71.35,72.01,143912,-0.018803651723668047
2011-01-05,71.83,72.62,71.73,72.62,107905,0.008471045688098977
2011-01-06,72.74,72.76,71.92,72.19,91526,-0.005921233819884408
2011-01-07,72.36,72.58,70.69,71.66,119846,-0.007341737082698474
2011-01-10,71.41,72.13,70.77,71.75,96420,0.0012559307842590073
2011-01-11,72.05,72.3,71.61,71.99,92444,0.0033449477351916723
2011-01-12,72.59,72.93,72.36,72.77,130162,0.010834838171968286
2011-01-13,72.77,73.06,72.53,72.77,125203,0.0
2011-01-14,,,,73.55,0,0.010718702762127164
2011-01-18,73.49,73.59,72.97,73.59,138301,0.0005438477226378247
2011-01-19,73.54,73.61,71.81,71.93,156256,-0.02255741269194178
2011-01-20,71.61,72.18,71.15,71.37,87761,-0.007785346865007647
2011-01-21,71.94,71.94,71.01,71.05,51198,-0.004483676614824295
2011-01-24,70.99,71.9,70.99,71.71,85165,0.009289232934553082
2011-01-25,71.42,71.99,71.16,71.97,77223,0.003625714684144521
2011-01-26,72.13,73.38,71.87,73.14,149228,0.016256773655690004
2011-01-27,73.06,73.58,72.81,73.43,43329,0.003964998632759231
2011-01-28,73.23,73.31,71.41,71.49,65146,-0.02641971946071109
2011-01-31,71.71,72.3,71.22,71.72,78360,0.0032172331794657616
2011-02-01,72.24,73.48,72.16,73.32,137291,0.02230897936419396
2011-02-02,73.23,73.63,72.97,72.97,11817,-0.004773595199127012
2011-02-03,72.84,73.28,72.1,73.08,50059,0.0015074688228038369
2011-02-04,73.09,73.3,72.75,73.08,34011,0.0
2011-02-07,73.11,74.38,73.11,73.95,22576,0.011904761904761862
2011-02-08,73.95,74.37,73.71,74.37,8952,0.005679513184584151
2011-02-09,74.18,74.4,73.66,73.99,15574,-0.005109587199139565
2011-02-10,73.6,74.26,73.6,74.16,8390,0.0022976077848357868
2011-02-11,73.86,74.93,73.86,74.91,12314,0.010113268608414216
2011-02-14,74.93,75.22,74.92,75.17,21378,0.003470831664664331
2011-02-15,74.92,75.17,74.49,74.52,7373,-0.008647066648929225
2011-02-16,74.71,75.24,74.57,75.19,10678,0.008990874932903958
2011-02-17,75.02,75.97,75.02,75.7,14909,0.006782816863944774
2011-02-18,,,,75.94,0,0.003170409511228378
2011-02-22,75.29,75.51,74.05,74.05,10683,-0.024888069528575252
2011-02-23,74.12,74.2,72.49,72.65,19279,-0.018906144496961375
2011-02-24,72.64,73.26,72.4,72.97,16055,0.0044046799724706265
2011-02-25,73.29,74.61,73.29,74.61,13399,0.022474989721803507
2011-02-28,74.93,75.13,74.35,74.74,9234,0.001742393780994389
2011-03-01,74.97,75.15,73.28,73.48,12053,-0.016858442601016765
2011-03-02,73.26,73.94,73.1,73.64,44699,0.0021774632553075435
2011-03-03,74.27,75.58,74.27,75.37,8372,0.023492667028788716
2011-03-04,75.35,75.36,74.14,74.95,16424,-0.005572508955817956
2011-03-07,75.15,75.17,73.17,73.75,40842,-0.016010673782521745
2011-03-08,73.82,75.42,73.54,75.12,34688,0.018576271186440785
2011-03-09,75.06,75.44,74.77,75.15,28066,0.0003993610223642641
2011-03-10,74.31,74.31,72.99,73.18,34820,-0.02621423819028612
2011-03-11,72.55,73.63,72.55,73.23,41437,0.0006832467887400995
2011-03-14,72.5,73.22,72.16,72.96,28612,-0.0036870135190497644
2011-03-15,71.13,72.62,71.0,72.14,30600,-0.011239035087719174
2011-03-16,71.86,72.32,71.0,71.3,92135,-0.011644025505960665
2011-03-17,72.28,72.29,71.55,71.57,98614,0.0037868162692846763
2011-03-18,72.33,72.6,72.23,72.48,10379,0.012714824647198641
2011-03-21,73.41,74.01,73.41,74.01,16628,0.021109271523178874
2011-03-22,74.05,74.36,73.65,73.76,7209,-0.0033779219024455687
2011-03-23,73.48,73.86,72.77,73.7,22903,-0.0008134490238611569
2011-03-24,74.05,74.2,73.55,74.02,40792,0.004341926729986234
2011-03-25,74.31,75.22,74.06,74.49,24620,0.006349635233720674
2011-03-28,74.58,74.86,74.21,74.21,50111,-0.0037588938112498305
2011-03-29,74.21,74.92,73.88,74.85,17365,0.008624174639536353
2011-03-30,75.19,75.87,75.06,75.71,19034,0.011489645958583816
2011-03-31,75.63,76.22,75.63,76.22,8834,0.006736230352661465
2011-04-01,76.72,76.91,76.27,76.4,9172,0.0023615848858569155
2011-04-04,76.52,76.83,76.49,76.75,12361,0.0045811518324605505
2011-04-05,76.55,77.4,76.46,76.85,31703,0.0013029315960910726
2011-04-06,77.21,77.43,77.05,77.25,7946,0.005204944697462688
2011-04-07,77.26,77.28,76.65,76.77,5596,-0.006213592233009768
2011-04-08,77.04,77.19,75.55,75.81,23809,-0.012504884720593856
2011-04-11,75.79,75.96,74.87,75.18,11574,-0.008310249307479145
2011-04-12,74.7,75.03,74.17,74.22,15489,-0.01276935355147657
2011-04-13,74.53,74.53,73.45,73.86,30363,-0.004850444624090566
2011-04-14,73.32,74.22,73.25,74.22,12913,0.004874086108854536
2011-04-15,74.34,74.89,73.93,74.89,21263,0.009027216383724168
2011-04-18,73.83,73.89,73.25,73.8,43803,-0.014554680197623182
2011-04-19,73.94,74.24,73.37,73.74,36559,-0.0008130081300813385
2011-04-20,74.83,75.14,74.61,75.03,21380,0.0174938974776242
2011-04-21,,,,75.5,0,0.006264161002265789
2011-04-25,75.36,75.55,74.97,75.24,54884,-0.0034437086092715674
2011-04-26,75.52,76.49,75.4,76.2,20418,0.012759170653907637
2011-04-27,76.3,76.75,76.21,76.72,29291,0.006824146981627255
2011-04-28,76.6,76.99,76.45,76.99,26595,0.003519290928049923
2011-04-29,77.01,77.25,76.8,77.03,6172,0.0005195479932460501
2011-05-02,77.4,77.4,76.26,76.26,53174,-0.009996105413475176
2011-05-03,76.12,76.34,75.13,75.6,24824,-0.008654602675059131
2011-05-04,75.65,75.65,74.43,74.8,14154,-0.010582010582010581
2011-05-05,74.25,75.49,74.17,74.42,39137,-0.005080213903743247
2011-05-06,75.28,75.56,74.51,74.71,21941,0.0038968019349636673
2011-05-09,74.56,75.32,74.46,75.25,18868,0.007227948065854806
2011-05-10,75.62,76.67,75.62,76.67,22365,0.018870431893687645
2011-05-11,76.52,76.52,75.07,75.38,12003,-0.016825355419329724
2011-05-12,75.03,76.07,74.77,75.98,16255,0.0079596710002654
2011-05-13,76.0,76.07,74.72,74.86,10022,-0.014740721242432309
2011-05-16,74.42,75.13,73.91,73.91,26566,-0.012690355329949332
2011-05-17,73.42,73.9,73.27,73.7,30878,-0.00284129346502493
2011-05-18,73.74,74.51,73.62,74.51,16376,0.010990502035278293
2011-05-19,74.91,75.02,74.08,74.71,16366,0.0026842034626222144
2011-05-20,74.44,74.56,73.67,74.11,21426,-0.008031053406505118
2011-05-23,72.95,73.28,72.66,72.87,35970,-0.01673188503575762
2011-05-24,72.97,73.14,72.4,72.48,34484,-0.00535199670646358
2011-05-25,72.3,73.5,72.3,73.26,48365,0.010761589403973426
2011-05-26,72.98,74.07,72.84,74.04,18461,0.01064701064701068
2011-05-27,,,,74.49,0,0.00607779578606138
2011-05-31,75.31,75.67,74.82,75.67,27959,0.015841052490267238
2011-06-01,75.73,75.78,73.3,73.43,49086,-0.029602220166512372
2011-06-02,73.52,73.76,72.94,73.24,21531,-0.002587498297698665
2011-06-03,72.15,72.83,72.04,72.09,42262,-0.01570180229382845
2011-06-06,71.97,72.22,71.18,71.26,37159,-0.01151338604522123
2011-06-07,71.64,71.97,71.33,71.34,36343,0.0011226494527083464
2011-06-08,71.12,71.35,70.65,70.7,63617,-0.00897112419400059
2011-06-09,70.85,71.25,70.59,70.89,23859,0.002687411598302658
2011-06-10,70.47,70.58,69.58,69.9,31335,-0.013965298349555622
2011-06-13,70.07,70.35,69.48,69.83,48834,-0.0010014306151646668
2011-06-14,70.43,71.55,70.43,71.3,16343,0.021051124158671053
2011-06-15,70.67,71.05,69.99,70.24,19726,-0.014866760168303017
2011-06-16,70.22,71.12,69.96,70.57,41100,0.004698177676537574
2011-06-17,71.18,71.47,70.64,70.81,20598,0.0034008785602948066
2011-06-20,70.59,71.68,70.57,71.5,21020,0.009744386386103532
2011-06-21,72.04,72.71,71.87,72.62,25138,0.015664335664335782
2011-06-22,72.26,73.0,72.16,72.16,16705,-0.006334343156155442
2011-06-23,71.08,72.07,70.44,71.92,31727,-0.003325942350332567
2011-06-24,72.04,72.31,71.25,71.47,17850,-0.006256952169076846
2011-06-27,71.4,72.16,71.21,72.04,30157,0.007975374282916059
2011-06-28,72.24,73.02,72.11,73.02,26055,0.013603553581343464
2011-06-29,73.31,73.52,72.77,73.46,93919,0.006025746370857288
2011-06-30,73.63,74.36,73.6,74.27,41776,0.01102640893003004
2011-07-01,,,,75.52,0,0.01683048337148252
2011-07-05,75.68,75.77,75.16,75.68,47473,0.0021186440677967155
2011-07-06,75.53,76.05,75.47,75.9,36729,0.0029069767441860517
2011-07-07,76.56,77.31,76.42,77.02,32346,0.01475625823451887
2011-07-08,76.0,76.48,75.82,76.42,38559,-0.007790184367696629
2011-07-11,75.42,75.79,74.86,74.99,22740,-0.018712378958387954
2011-07-12,74.6,75.51,74.6,74.89,38861,-0.001333511134817944
2011-07-13,75.19,76.09,75.07,75.36,37052,0.006275871277874101
2011-07-14,75.57,75.75,74.16,74.19,20189,-0.015525477707006408
2011-07-15,74.43,74.77,74.21,74.61,16674,0.005661140315406321
2011-07-18,74.25,74.35,73.14,73.58,22211,-0.013805119957110312
2011-07-19,74.09,75.15,74.09,75.06,33525,0.0201141614569178
2011-07-20,75.15,75.15,74.62,74.97,31255,-0.0011990407673860837
2011-07-21,75.35,76.12,75.18,76.0,22901,0.013738828864879205
2011-07-22,75.88,75.88,75.18,75.68,26112,-0.004210526315789331
2011-07-25,74.75,75.53,74.63,74.92,22933,-0.01004228329809731
2011-07-26,74.79,74.91,74.19,74.29,21759,-0.008408969567538671
2011-07-27,73.89,73.89,72.23,72.33,63740,-0.026383093283079972
2011-07-28,72.25,73.2,72.08,72.21,66756,-0.0016590626296143496
2011-07-29,71.31,72.6,71.0,72.21,80459,0.0
2011-08-01,73.2,73.2,71.27,71.93,46940,-0.0038775792826476474
2011-08-02,71.44,72.27,69.67,69.8,93640,-0.02961212289726134
2011-08-03,69.7,70.26,68.11,70.13,164900,0.004727793696275073
2011-08-04,69.08,69.26,66.58,66.58,88763,-0.05062027662911728
2011-08-05,67.33,67.59,64.12,65.6,105303,-0.014719134875338047
2011-08-08,63.28,65.27,60.0,60.02,199176,-0.085060975609756
2011-08-09,61.74,63.86,58.58,63.84,241252,0.0636454515161613
2011-08-10,61.88,62.84,60.26,60.27,127435,-0.05592105263157898
2011-08-11,60.64,64.24,60.52,63.22,81461,0.04894640783142523
2011-08-12,63.97,64.4,62.75,63.44,33976,0.0034799114204364656
2011-08-15,64.09,65.2,64.09,65.18,27191,0.027427490542244692
2011-08-16,64.18,64.98,63.62,64.26,83183,-0.014114759128567078
2011-08-17,64.62,65.15,63.78,64.26,22758,0.0
2011-08-18,62.18,62.2,60.26,60.75,63476,-0.054621848739495826
2011-08-19,59.4,61.46,59.4,59.72,38578,-0.016954732510288117
2011-08-22,61.39,61.39,59.2,59.72,91279,0.0
2011-08-23,60.06,62.43,59.59,62.43,32448,0.0453784326858675
2011-08-24,62.4,63.79,61.97,63.42,41300,0.015857760691974976
2011-08-25,63.92,64.46,61.67,61.93,41580,-0.02349416587827191
2011-08-26,61.57,63.36,60.61,63.08,65345,0.01856935249475211
2011-08-29,64.0,66.26,64.0,66.19,31294,0.04930247305009505
2011-08-30,65.85,66.88,64.89,66.45,28027,0.003928085813567073
2011-08-31,66.91,67.28,65.9,66.45,33013,0.0
2011-09-01,66.51,67.33,64.65,64.97,32376,-0.022272385252069316
2011-09-02,63.45,63.91,62.22,62.48,28894,-0.03832538094505156
2011-09-06,60.3,62.34,60.3,62.28,75786,-0.003201024327784796
2011-09-07,63.36,64.83,63.09,64.78,40232,0.040141297366731
2011-09-08,64.34,65.0,63.32,63.48,29499,-0.02006792219820941
2011-09-09,62.77,63.03,61.05,61.66,38273,-0.02867044738500313
2011-09-12,60.54,62.21,60.32,62.21,66111,0.008919883230619652
2011-09-13,62.51,63.29,62.05,63.09,66879,0.014145635749879482
2011-09-14,63.71,65.05,62.66,64.21,22321,0.017752417181803537
2011-09-15,64.82,65.21,63.86,65.17,23723,0.014950942220838037
2011-09-16,65.33,65.74,64.68,65.15,35670,-0.0003068896731623916
2011-09-19,63.81,64.5,63.33,63.87,40604,-0.019646968534152043
2011-09-20,64.15,64.8,62.9,62.9,38284,-0.015187098794426146
2011-09-21,62.73,63.03,60.29,60.29,20644,-0.04149443561208266
2011-09-22,58.44,59.72,57.76,58.75,129988,-0.025543207828827352
2011-09-23,58.52,59.75,58.48,59.33,36409,0.009872340425531867
2011-09-26,59.74,60.49,58.83,60.49,30230,0.019551660205629595
2011-09-27,61.83,63.25,61.29,61.7,33021,0.02000330633162517
2011-09-28,61.81,62.04,59.45,59.48,22309,-0.035980551053484744
2011-09-29,60.83,61.1,59.2,60.89,101734,0.023705447209146024
2011-09-30,59.64,60.69,59.1,59.19,96478,-0.027919198554770985
2011-10-03,58.7,59.77,56.14,56.16,74828,-0.051191079574252396
2011-10-04,55.58,60.15,55.58,60.15,85377,0.07104700854700852
2011-10-05,60.19,61.15,59.44,60.78,78346,0.010473815461346625
2011-10-06,60.62,62.17,60.34,62.09,47784,0.021553142481079313
2011-10-07,62.22,62.4,60.13,60.38,83495,-0.02754066677403766
2011-10-10,61.61,63.03,61.61,63.03,22009,0.043888704869161854
2011-10-11,62.32,63.64,62.24,63.29,51747,0.0041250198318261155
2011-10-12,63.91,65.04,63.74,64.39,25511,0.01738031284563135
2011-10-13,63.94,64.41,63.22,64.09,30817,-0.004659108557229286
2011-10-14,64.88,65.33,64.21,65.23,10699,0.01778748634732419
2011-10-17,64.66,64.68,62.92,62.98,30306,-0.034493331289284224
2011-10-18,63.4,65.54,62.47,65.17,32444,0.034772943791679944
2011-10-19,65.08,65.51,63.83,63.99,13476,-0.01810649071658743
2011-10-20,64.13,64.45,62.62,64.4,17199,0.0064072511329895665
2011-10-21,65.25,65.89,64.99,65.86,17302,0.022670807453416097
2011-10-24,66.08,67.86,65.97,67.79,25343,0.029304585484360768
2011-10-25,67.22,67.22,65.63,65.64,40348,-0.03171559227024645
2011-10-26,66.85,67.3,65.22,66.96,19858,0.02010968921389389
2011-10-27,69.51,71.1,68.85,70.43,43232,0.05182198327359644
2011-10-28,70.39,70.79,70.0,70.14,26208,-0.004117563538264979
2011-10-31,69.01,69.55,68.27,68.27,24620,-0.026660963786712344
2011-11-01,65.97,67.3,65.51,65.85,55626,-0.03544748791562913
2011-11-02,66.9,67.48,66.26,67.43,22886,0.02399392558845892
2011-11-03,68.42,69.29,66.78,69.2,20557,0.02624944386771455
2011-11-04,68.49,68.71,67.89,68.55,40543,-0.009393063583815087
2011-11-07,68.46,68.79,67.36,68.62,145149,0.0010211524434720065
2011-11-08,69.23,69.75,67.84,69.63,30460,0.014718740891868087
2011-11-09,67.68,68.01,66.27,66.34,37932,-0.04724974867154952
2011-11-10,67.34,67.38,66.24,67.03,18386,0.010400964727163009
2011-11-11,67.83,68.97,67.8,68.89,6822,0.027748769207817325
2011-11-14,68.51,68.57,67.42,67.74,12689,-0.0166932791406591
2011-11-15,67.29,68.98,67.0,68.63,14962,0.013138470622970244
