,BWX,BWZ,CGW,CQQQ,CVY,CWB,CWI,DNL,EEB,EWX,FRN,FXA,FXB,FXC,FXE,FXF,FXY,GCC,GMF,GXC,HGI,PAF,PBS,PCY,PGX,PHB,PIN,PSK,QAI,RFG,RFV,RPG,RPV,RTM,RWK,RWL,RWO,RWX,RYH,RYT,RYU,RZV,SCHA,SCHB,SCHF,SCHG,SCHV,SCHX,SGOL,SHM,SIVR,SPMD,SPTL,TFI,UGA,UNL,USL,XLG,ZROZ
0,-0.14021067185620367,-0.04318733743323343,0.020415290853206997,-0.02789937784107582,-0.011628826507574783,0.025529887445993108,0.0063302289315961355,0.012382306013005044,0.02482451294822825,0.01807239601390579,0.016186638963617443,0.0005953524540906572,0.001995163296062942,0.014909972305503495,0.014229908646031986,-0.00810253666296661,0.336232884851284,-0.0240681650551224,0.010866608341103205,-0.048057014945421674,0.016573841881166916,0.02976309525741377,-0.004278080537128941,0.08793839605033145,0.15094914539900117,0.01690124874259242,0.03631212934211165,0.14682850209440035,-0.04700925374444671,-0.035751903926014204,-0.0023792436823538024,0.0099351656917323,-0.008091904648674198,-0.05070945165688122,-0.024415864334585122,-0.0048936755647239925,0.0399431831240277,0.10477193987539084,0.04273223479266609,-0.025659928579665894,-0.025022810753966732,0.03084569319447342,-0.014533867816499246,0.009365280031746276,-0.02648088807482158,1.5492634232760782e-05,0.021224485927654062,-0.0016675201476551583,0.08235146655029649,0.09454556769264126,-0.07701299122280075,-0.008101632137221948,-0.05308522099688511,0.11825345902267352,-0.00900843100295632,0.043323804912965905,0.04639596943581391,0.024296952280475688,0.0654183941314432
1,-0.1383075071161628,-0.042998786714994276,0.01909464687612843,-0.0274061828345723,-0.011437409295709026,0.025830886550220058,0.005738261950028261,0.0123520468154128,0.024037712420551107,0.018815259510587105,0.014287354081446537,-0.0017313701851759608,0.0017056282768308272,0.012700367180355289,0.01299786976917753,-0.009523911566729234,0.3351265481124359,-0.02348445850637121,0.011810203997915726,-0.0442377515225552,0.01726875742354569,0.03207814816473587,-0.0001478883103354608,0.08699841270219602,0.15025238593356005,0.01747212417349734,0.038897768409815986,0.14631718755625162,-0.04840116508124144,-0.034568047358334714,-0.0018692003687981013,0.0098708068941513,-0.0068540737699962035,-0.05133773309166074,-0.023984458713409654,-0.004719083052701012,0.041963428026308904,0.10585289846151606,0.03768083052676876,-0.025680637515254127,-0.025838943831613326,0.02997479187645601,-0.014444677583329969,0.008547646133390442,-0.026947338000871266,-0.001091556299304959,0.020362526259880435,-0.0023633394222738508,0.07857727974401318,0.09828464768666041,-0.07466173260201917,-0.007734261205863146,-0.052700420945741705,0.12135471037039516,-0.008148641138493378,0.040958780990156,0.04636285027652511,0.02214630214671183,0.06490150673588571
2,-0.14160606204677598,-0.040745871669193336,0.014066213694585135,-0.023339039976330397,-0.01302183687913368,0.022511154906969685,0.004843667817464305,0.011623615589587872,0.024251895092095573,0.01975534724039551,0.016746987344143028,-0.006723654818276511,0.0025162438729227953,0.014104494602521146,0.011716322897597286,-0.008698306836400506,0.3352685801910822,-0.022304746258310613,0.009230123635581842,-0.041898280025715356,0.016496829527168924,0.03090424534993525,0.0032051462921334666,0.08646406198633741,0.1516283993989236,0.01634953319448553,0.03602278680513112,0.14693026866157102,-0.04499651138867841,-0.03529335494985611,-0.002403073105868188,0.010146816256252491,-0.0073490226300717415,-0.05310219282039764,-0.02463230823472117,-0.004021126286140386,0.04322389503166643,0.10752413684720875,0.03886231689608671,-0.02405961979919972,-0.026945166675265194,0.02957131184720066,-0.014054232892165319,0.008761278162996877,-0.027521356488239643,-0.00018239757913423443,0.02045576115655365,-0.001958077748175349,0.08018097849598829,0.09717506116372292,-0.07830855528272912,-0.007835169510175403,-0.057097910356033545,0.1268472233261357,-0.006237329538990865,0.03827532969051641,0.04737354783859488,0.023607062147739666,0.06769456683468182
3,-0.1426068447752849,-0.04173686995764272,0.015947943216166913,-0.023098606897399697,-0.013553072831403676,0.023787091260366277,0.005742566527381156,0.010810577387600497,0.02404636692705779,0.01818903040331233,0.016840467444150593,-0.01011529907694122,0.0017678781857224015,0.014505100233065041,0.013140943418911125,-0.008506479762508493,0.33480109660060214,-0.02063023799571799,0.006887017546396054,-0.043968954696982136,0.018020267600196798,0.028714652013476383,0.0013252428011366747,0.08734738486036286,0.15389403700815227,0.01794295445913607,0.03602861973298139,0.14817715383525734,-0.042830013722127594,-0.03596287503593028,-0.0037765697377639407,0.011718496609894555,-0.008823969659685531,-0.05220361956006562,-0.024838280941953297,-0.002865918826156988,0.041321230066780616,0.10704733975943465,0.045695670872482996,-0.021489203963717805,-0.0337028716111845,0.02559146634798789,-0.01513218349928367,0.00999391598400627,-0.026064997137035004,0.0015263000433994804,0.021969038856563542,-0.0004977170217891629,0.08173312904388656,0.09281933788510352,-0.07851368176924409,-0.008829683459989841,-0.0546359754119708,0.12592975420520006,-0.00591467879865467,0.036997635708716815,0.04715411310350599,0.02564145832714183,0.06724332787489737
4,-0.14188437158161388,-0.042621102890420884,0.014809561869888521,-0.023835275142862825,-0.013371765488451032,0.024155604770447252,0.005284632072500384,0.01119379465024918,0.02416406122532093,0.019224036093862404,0.017948255774920714,-0.011431903809715344,0.0008502848889373582,0.01242620792791646,0.014526175641719603,-0.008764718488700135,0.333422360083183,-0.022184440942412433,0.008810232478437327,-0.04387705622685603,0.0179826674601123,0.02858144396669007,0.001435887371810324,0.08613132057160236,0.15384023439671907,0.017263683942772914,0.038730716890077094,0.14759217892705837,-0.04426143551871066,-0.036223701306908315,-0.0037004193799025508,0.010985132909691608,-0.00897287936302584,-0.05302065077822106,-0.02516433462065573,-0.0028699294091629746,0.04181872754653599,0.10711053367836268,0.044982908373097874,-0.02182974977990343,-0.03181524329928075,0.025843914120240365,-0.01502481054998555,0.010093726410680598,-0.026268136289685516,0.0009469895827934939,0.022588214528000927,-0.0004416385946744879,0.08151050953276401,0.09534105824114471,-0.07760425543681664,-0.008863922311809673,-0.05562331403583246,0.12722257618593988,-0.005723609856058486,0.037373614015170066,0.04744730381668977,0.02591445477099235,0.06782566038533712
5,-0.13984647344362822,-0.042854506116044966,0.014960957819846256,-0.023935390514143038,-0.012993842593672854,0.025180035473132568,0.004914897975968968,0.011208076608098774,0.02300602607433253,0.01852117401506523,0.0174514115375417,-0.0102373236441329,0.001623532720760842,0.0125669932732223,0.014274149227181577,-0.0075640517559629255,0.33297022894020556,-0.022071588345264705,0.00768755697512741,-0.04505418910219805,0.018249770504467314,0.028891014723430693,0.0017528839001529082,0.08748018001031124,0.15425059190344947,0.01824941959401826,0.037561129463461386,0.14791336182907144,-0.045088652181017326,-0.036648826976462934,-0.0035911898322931513,0.010417909738108978,-0.008583939909556606,-0.053735779189956305,-0.025137902294885536,-0.0027063750725203886,0.041674093071819664,0.10630664939824745,0.04608804803127255,-0.022087009008987784,-0.029821061486266284,0.026504280134007106,-0.015009973095411392,0.010110405532663859,-0.02660904023533733,0.0008888827224239387,0.02285496258009026,-0.0004803764553037624,0.08269629264783292,0.09637328098721068,-0.07727727080995483,-0.008905933270455978,-0.05628794947907384,0.12648918882374136,-0.006715027841652654,0.03478456911200402,0.04657891639989247,0.025916109623373533,0.06684669128264886
6,-0.13925227279603947,-0.042310771338651944,0.015097641361471695,-0.024886332410341782,-0.012944227108236653,0.024524132015578872,0.004744842727322801,0.010935495048434359,0.022310285809818104,0.019840514775950814,0.018981485029867164,-0.009240144394512597,0.0023815503281546186,0.011847792426484831,0.014072146578124417,-0.008785650853688164,0.33316074794959843,-0.024464547184882935,0.007060667608236378,-0.04492232392872066,0.017785132376067752,0.028617000027679532,0.001967025910636503,0.08731669696745399,0.1545410920148402,0.017373022898632066,0.03849207021967611,0.1480709779763963,-0.045385096565123025,-0.036283195292034075,-0.0031538114796384525,0.010250263702813433,-0.008533065750444095,-0.05457925200803842,-0.02567889462417491,-0.002716885341917779,0.04241771786770783,0.10690925193846403,0.04474345877954513,-0.022487966172248575,-0.028203025786306835,0.02632192525485939,-0.014954523876098226,0.010051338063723955,-0.026745165217583862,0.00044550088394247145,0.023298684233054284,-0.000404699793933592,0.08216546915907551,0.09516949557754101,-0.07745569897054565,-0.008947763151229006,-0.054939033375870014,0.12693089084107992,-0.005400885464729219,0.03604175116677026,0.04613391031918377,0.026339512919520962,0.06633574212728231
7,-0.1376937795823764,-0.04469610104604009,0.014722817886627756,-0.023603054540292212,-0.013397813576985874,0.023680713971701163,0.004979802831891291,0.010636459824928977,0.02156255732585424,0.01909542679412202,0.018158504594052643,-0.010497954755639844,0.002198580181766805,0.01215150076280751,0.014338598937161665,-0.008559037445313441,0.33229645960467485,-0.021760263496348808,0.006481640832805617,-0.046214120283052315,0.01932764471166618,0.028123153524669316,0.0008346526571015322,0.08694783517065367,0.15549016038800167,0.017338553566133934,0.04077171385604572,0.14867220152360575,-0.04544151198060433,-0.036364037932369565,-0.003053012610270076,0.01032857423464443,-0.009123141571652019,-0.055084034102099576,-0.02476723801307742,-0.0029231972628413435,0.042592586863704214,0.10694325529501292,0.047053602125078434,-0.021996805450547552,-0.029863805091553886,0.02629661981460859,-0.01489356048313497,0.01040343424200659,-0.026225378431658532,0.0007710323763556409,0.02350687091683055,-1.2113163835935057e-05,0.08275865413840386,0.095594824684842,-0.07793047785161764,-0.008780460783340147,-0.05594366367914704,0.1257643858400135,-0.006929787956073396,0.035150549603491,0.04590882371822501,0.026861066983234108,0.06801109130714882
8,-0.1288433461204387,-0.04485305476438122,0.014782262243953589,-0.01982865170780971,-0.01435412910638161,0.022531806207469984,0.004684190328866083,0.009254424013440933,0.021183534160547152,0.018099040648634473,0.01446262815627741,-0.010551073822524674,-0.0008469282649881937,0.013083005119023113,0.018407385520996487,-0.014451999030726878,0.3384514081870483,-0.013701488268646223,0.005256818924760948,-0.04777184400760345,0.022515549379138907,0.02803594317027675,-3.553501309272451e-05,0.09497128625615034,0.1609256188339793,0.01874437455446444,0.03360232444684683,0.15605880314478507,-0.048411636333918644,-0.0336135268444234,-0.0012427445373492684,0.011918219304939916,-0.011466182819944548,-0.05480196523906055,-0.022534181105644775,-0.0035017437658619354,0.044501489904033666,0.11096838352349098,0.05080552110339365,-0.020187551835208137,-0.03400692116754366,0.028397030918846836,-0.01388728354608151,0.00958233431306979,-0.026908045789828017,0.0019002211836856877,0.021464036343683223,-0.0011040351828303413,0.08425737516626468,0.07713479787478496,-0.08427493327708237,-0.00594537764126937,-0.048352734263114656,0.10320546729866673,-0.011288564330044729,0.03134978524320417,0.04936357594125885,0.0254908287931124,0.07137600757670386
9,-0.12639817826783536,-0.04521427911334821,0.014120709469962783,-0.014321883886754807,-0.015067454213758892,0.02312277460039419,0.003938835053133085,0.010802184167070777,0.020875486154578373,0.01750513671696484,0.003481970328922484,-0.018802108756923022,-0.002140403323694276,0.00796058378416151,0.02097886612754949,-0.015946381127366682,0.34507740024684447,-0.012233175031708983,0.006916372268491146,-0.04480685719101749,0.02482170144990072,0.03033584820352631,-0.002046056596898566,0.09603505380433236,0.16388307988965314,0.01874161086481381,0.022695190420597387,0.16043525149312968,-0.04818085759760423,-0.033010142446735447,-0.0017144156963028428,0.013817231904990374,-0.012161475605780857,-0.05625167043652924,-0.02291517631517977,-0.003115399657609167,0.04456639625990463,0.11312950277737653,0.05268761540444991,-0.014139501483429873,-0.03656426736734437,0.029755779773847472,-0.014103971381155956,0.011078703792456651,-0.025809104985719363,0.004499866912051518,0.02249909026257413,0.00022856005224345963,0.08649501581441991,0.05887418332429682,-0.08456398563250032,-0.005004119291279109,-0.04541000333231977,0.0936773940900759,-0.008443541408575759,0.034169983880928276,0.05012953904685195,0.02808405542831139,0.07294343637856737
